"wage76","grade76","black","south76","momdad14","sinmom14","daded","momed","famed","age76","col4","exp76"
NA,NA,0,NA,1,0,8,8,2,34,1,NA
NA,NA,0,NA,1,0,12,7,5,34,1,NA
NA,NA,0,NA,0,0,9.9372,10.251,1,29,1,NA
1.639,13,0,0,1,0,10,12,4,26,1,7
NA,12,0,0,1,0,8,8,2,33,1,15
1.361,12,0,0,1,0,9.9372,10.251,1,29,0,11
NA,NA,0,NA,1,0,9,8,2,25,0,NA
1.0296,16,0,0,1,0,12,12,7,25,0,3
1.9315,12,0,0,1,0,9.9372,12,6,33,0,15
1.0986,12,0,0,1,0,9.9372,12,6,26,0,8
1.8485,17,0,0,1,0,12,13,8,27,0,4
1.2296,13,0,0,1,0,12,13,8,26,0,7
1.6194,16,0,0,1,0,12,12,7,26,0,4
1.2698,13,0,0,1,0,12,12,7,24,0,5
0.9632,12,0,0,0,0,9.9372,10.251,1,33,0,15
NA,18,0,0,1,0,12,8,5,33,0,9
1.3863,10,0,0,0,0,9.9372,10.251,1,32,0,16
NA,12,0,0,1,0,9.9372,12,6,33,0,15
NA,NA,0,NA,1,0,10,8,2,32,0,NA
2.0015,13,0,0,1,0,16,16,9,29,0,10
1.2296,12,0,0,0,0,8,12,4,34,0,16
NA,NA,0,NA,0,0,8,12,4,32,0,NA
1.0152,15,0,0,1,0,8,12,4,29,0,8
1.4516,9,0,0,1,0,10,12,4,24,0,9
NA,12,0,0,1,0,8,8,2,32,0,14
0.8713,12,0,0,0,0,12,10.251,5,25,0,7
1.3481,13,0,0,0,0,12,10.251,5,24,0,5
1.2528,12,0,0,1,0,4,8,2,29,0,11
NA,NA,0,NA,1,0,12,12,7,26,0,NA
1.7901,12,0,0,0,0,9.9372,10.251,1,29,0,11
2.0149,15,0,0,1,0,10,12,4,31,0,10
NA,NA,0,NA,1,0,12,9,5,34,0,NA
1.9344,16,0,0,1,0,12,9,5,33,0,11
0.3853,12,0,0,1,0,12,14,8,34,0,16
NA,NA,0,NA,1,0,11,14,4,29,0,NA
1.0296,12,0,0,1,0,12,10,5,26,1,8
2.0399,18,0,0,1,0,9.9372,7,1,32,1,8
2.3125,13,0,0,1,0,7,12,4,32,1,13
NA,NA,0,NA,1,0,6,8,2,33,1,NA
1.6429,14,0,0,1,0,16,14,9,26,1,6
1.3863,16,0,0,1,0,16,14,9,26,1,4
NA,NA,0,NA,1,0,12,12,7,25,1,NA
NA,12,0,0,1,0,7,9,2,29,1,11
NA,12,0,0,1,0,12,16,8,34,1,16
NA,NA,0,NA,1,0,16,11,5,24,1,NA
1.3218,12,0,0,1,0,12,10,5,25,1,7
1.7851,12,0,0,1,0,12,10,5,31,1,13
NA,15,0,0,1,0,15,13,9,27,1,6
1.2528,7,0,0,1,0,9.9372,10.251,1,31,1,18
1.4279,11,0,0,0,0,9.9372,10.251,1,33,1,16
1.2179,16,0,0,0,1,9.9372,12,6,29,1,7
1.5707,18,0,0,1,0,18,14,9,26,1,2
1.6094,12,0,0,1,0,11,11,3,28,1,10
1.1151,12,0,0,0,0,9.9372,10.251,1,27,1,9
NA,12,0,0,0,0,9.9372,10.251,1,25,1,7
1.5041,10,0,0,1,0,9,10.251,1,34,1,18
NA,NA,0,NA,1,0,15,15,9,24,1,NA
2.0399,16,0,0,1,0,14,12,8,29,1,7
1.9755,16,0,0,1,0,14,12,8,26,1,4
2.3026,13,0,0,1,0,9.9372,9,1,29,1,10
1.9755,13,0,0,1,0,9.9372,9,1,25,1,6
1.8326,14,0,0,1,0,12,12,7,30,1,10
2.1005,16,0,0,1,0,12,11,5,26,1,4
1.3271,12,0,0,0,0,8,10.251,1,34,1,16
NA,10,0,0,1,0,9.9372,10.251,1,34,1,18
NA,NA,0,NA,1,0,12,12,7,30,1,NA
1.9573,12,0,0,1,0,9.9372,10.251,1,33,1,15
1.4134,14,0,0,1,0,12,12,7,24,1,4
NA,NA,0,NA,0,0,12,5,5,24,1,NA
2.5945,13,0,0,0,0,9.9372,10.251,1,32,1,13
1.9685,12,0,0,0,1,9.9372,1,1,34,1,16
NA,NA,1,NA,0,1,9.9372,10.251,1,27,1,NA
NA,NA,1,NA,0,1,9.9372,11,1,24,1,NA
NA,NA,1,NA,0,1,9.9372,8,1,26,1,NA
0.6523,10,1,0,1,0,9.9372,9,1,32,1,16
2.0757,16,1,0,0,0,8,10.251,1,32,1,10
2.2235,16,1,0,1,0,10,10,3,34,1,12
0.8755,15,1,0,1,0,18,16,9,26,1,5
1.8326,13,0,0,1,0,12,12,7,25,1,6
2.3273,8,0,0,1,0,7,10,2,24,1,10
1.6154,12,1,1,1,0,9,11,3,28,1,10
NA,NA,1,NA,0,1,8,12,4,28,1,NA
NA,NA,1,NA,1,0,8,12,4,27,1,NA
1.2837,12,0,0,1,0,8,10.251,1,27,1,9
NA,NA,0,NA,1,0,8,10.251,1,24,1,NA
NA,12,1,0,1,0,8,8,2,26,1,8
NA,NA,1,NA,1,0,12,12,7,27,1,NA
NA,16,0,0,1,0,9.9372,10.251,1,34,1,12
1.5304,16,0,0,1,0,8,8,2,28,1,6
1.5602,16,0,0,1,0,9,11,3,25,1,3
1.6094,15,0,1,1,0,8,13,4,26,1,5
NA,NA,1,NA,1,0,9.9372,10.251,1,32,1,NA
NA,NA,1,NA,1,0,9.9372,10.251,1,29,1,NA
2.3026,12,0,0,1,0,9.9372,10.251,1,34,1,16
1.8916,13,0,0,1,0,9.9372,10.251,1,34,1,15
NA,15,0,0,1,0,12,10.251,5,24,1,3
1.9559,15,0,0,1,0,12,12,7,34,1,13
2.2279,16,0,1,1,0,9.9372,10.251,1,31,1,9
1.0986,12,0,0,1,0,9.9372,10.251,1,24,1,6
1.2947,15,0,0,1,0,18,12,8,27,1,6
1.8641,12,0,0,1,0,9.9372,10.251,1,30,1,12
NA,12,0,0,1,0,10,9,3,26,1,8
NA,14,0,0,1,0,13,8,5,31,1,11
1.5304,18,0,0,1,0,14,12,8,25,1,1
2.3283,18,0,0,1,0,8,12,4,33,1,9
NA,NA,0,NA,0,1,9.9372,12,6,34,1,NA
1.6582,12,0,0,1,0,12,12,7,24,1,6
NA,18,0,0,1,0,16,14,9,30,1,6
NA,NA,0,NA,1,0,16,16,9,31,1,NA
1.3218,18,0,0,1,0,16,16,9,29,1,5
2.7331,18,0,0,1,0,18,16,9,34,1,10
2.2225,18,0,0,1,0,18,14,9,33,1,9
1.737,13,0,0,1,0,8,12,4,26,1,7
1.7918,14,0,0,1,0,8,12,4,25,1,5
1.9755,15,0,0,1,0,17,12,8,27,1,6
2.4123,17,0,0,1,0,18,12,8,24,1,1
NA,NA,0,NA,0,0,9.9372,10.251,1,31,1,NA
NA,NA,0,NA,1,0,12,12,7,29,1,NA
NA,14,0,0,1,0,12,12,7,26,1,6
NA,12,0,0,1,0,9.9372,8,1,33,1,15
1.9629,14,0,0,0,1,9.9372,8,1,27,1,7
2.0894,16,0,0,1,0,9.9372,8,1,29,1,7
NA,12,0,0,1,0,9,8,2,24,1,6
2.2246,11,0,0,1,0,8,12,4,27,1,10
NA,12,0,0,1,0,7,10.251,1,33,1,15
1.7047,9,0,0,0,0,9.9372,10.251,1,25,1,10
0.9969,12,0,0,0,1,9.9372,10.251,1,26,1,8
NA,NA,0,NA,1,0,7,7,2,26,1,NA
2.1199,7,0,0,1,0,8,11,2,32,1,19
2.4849,12,0,0,1,0,7,12,4,30,1,12
1.7596,14,0,0,1,0,6,8,2,33,1,13
1.9257,17,1,0,1,0,12,8,5,34,1,11
2.3026,18,1,0,1,0,12,8,5,32,1,8
1.6808,13,1,0,1,0,9,8,2,24,1,5
1.9315,12,1,0,0,0,9.9372,11,1,28,1,10
NA,NA,1,NA,0,0,9.9372,10.251,1,28,1,NA
NA,NA,0,NA,1,0,7,8,2,29,1,NA
NA,NA,0,NA,1,0,13,15,9,33,1,NA
1.6094,12,0,0,1,0,12,16,8,28,1,10
NA,16,0,0,1,0,17,12,8,25,1,3
2.0149,13,0,0,1,0,3,12,4,33,1,14
2.2116,17,0,1,1,0,8,16,4,29,1,6
NA,16,0,0,1,0,8,16,4,27,1,5
1.7918,15,0,0,1,0,8,16,4,24,1,3
1.7527,16,0,0,1,0,12,12,7,24,1,2
1.7934,12,0,0,1,0,8,12,4,26,1,8
1.7527,12,0,0,1,0,6,12,4,31,1,13
1.9125,12,0,0,1,0,9.9372,6,1,32,1,14
NA,11,0,0,1,0,9,10,3,24,1,7
1.5539,18,1,0,1,0,9,10,3,27,1,3
NA,NA,1,NA,1,0,9,10,3,25,1,NA
1.2528,14,0,0,1,0,8,12,4,24,1,4
1.8245,15,0,0,1,0,9,12,4,32,1,11
1.3297,16,0,0,1,0,12,12,7,24,1,2
0.8879,16,0,0,1,0,16,13,9,25,1,3
2.0149,12,0,0,1,0,7,12,4,26,1,8
NA,NA,0,NA,1,0,12,10,5,28,1,NA
1.4839,18,0,0,1,0,12,14,8,30,1,6
1.9286,14,0,0,1,0,12,14,8,29,1,9
1.6114,18,0,0,1,0,12,14,8,25,1,1
1.3863,12,0,0,1,0,12,12,7,29,1,11
2.2834,12,0,0,1,0,12,12,7,26,1,8
1.8703,14,0,1,1,0,12,12,7,30,1,10
NA,NA,1,NA,0,1,9.9372,10.251,1,31,1,NA
NA,NA,1,NA,0,1,9.9372,10.251,1,31,1,NA
NA,NA,1,NA,0,1,9.9372,8,1,25,1,NA
NA,NA,1,NA,0,1,9.9372,6,1,28,1,NA
1.8326,12,0,0,0,1,9.9372,10.251,1,32,1,14
1.9559,16,1,0,1,0,12,11,5,28,1,6
NA,NA,1,NA,0,1,9.9372,14,6,27,1,NA
NA,NA,1,NA,0,1,10,9,3,28,1,NA
2.3447,12,0,0,1,0,11,12,4,29,1,11
2.0295,12,0,0,1,0,8,8,2,27,1,9
NA,NA,0,NA,1,0,12,8,5,26,1,NA
NA,14,0,0,1,0,15,12,8,25,1,5
NA,17,0,0,1,0,16,12,8,24,1,1
1.6563,13,0,0,0,0,14,12,8,25,1,6
NA,NA,0,NA,1,0,12,12,7,33,1,NA
1.7492,13,1,0,1,0,6,6,2,27,1,8
2.1576,14,1,0,0,1,9.9372,6,1,26,1,6
NA,12,1,0,1,0,11,13,4,31,1,13
NA,NA,1,NA,0,0,6,10.251,1,33,1,NA
1.9643,12,1,0,1,0,12,8,5,28,1,10
1.9066,16,0,0,1,0,7,8,2,27,1,5
1.8901,12,0,0,1,0,7,8,2,25,1,7
1.6919,14,0,0,1,0,11,8,2,29,1,9
1.6582,13,0,0,1,0,12,12,7,25,1,6
1.8563,12,0,0,0,1,9.9372,8,1,28,1,10
1.0886,12,0,0,0,1,9.9372,8,1,26,1,8
NA,NA,0,NA,1,0,9.9372,10,1,25,1,NA
2.2481,8,1,0,0,0,9.9372,10.251,1,33,1,19
1.6094,12,1,0,1,0,8,9,2,34,1,16
NA,NA,1,NA,1,0,7,8,2,27,1,NA
NA,NA,1,NA,1,0,4,2,2,26,1,NA
NA,NA,1,NA,0,1,9.9372,7,1,25,1,NA
NA,NA,0,NA,0,0,9.9372,10.251,1,32,1,NA
NA,NA,1,NA,0,1,9.9372,12,6,24,1,NA
NA,NA,1,NA,0,1,9.9372,8,1,27,1,NA
NA,NA,1,NA,0,1,9.9372,9,1,27,1,NA
NA,NA,1,NA,0,1,9.9372,8,1,27,1,NA
2.4051,10,1,0,0,1,9.9372,9,1,26,1,10
1.8245,13,1,0,1,0,5,7,2,25,1,6
1.0188,12,1,0,0,1,9.9372,10,1,25,1,7
NA,NA,1,NA,0,1,9.9372,11,1,24,1,NA
0.8755,10,0,1,1,0,5,8,2,26,1,10
0.8755,10,0,1,1,0,5,8,2,25,1,9
1.5304,12,0,0,1,0,9.9372,10.251,1,33,1,15
NA,NA,0,NA,1,0,9.9372,12,6,30,1,NA
1.3962,12,1,0,0,1,9.9372,11,1,27,1,9
1.5041,12,1,0,0,1,9.9372,11,1,25,1,7
NA,NA,1,NA,1,0,12,12,7,31,1,NA
NA,NA,1,NA,1,0,4,10,2,31,1,NA
0.9163,12,1,0,1,0,3,2,2,24,1,6
NA,NA,1,NA,1,0,10,10.251,1,25,1,NA
1.9838,11,1,0,1,0,9.9372,9,1,26,1,9
1.8976,12,1,0,0,1,9.9372,9,1,24,1,6
NA,NA,1,NA,1,0,8,11,2,25,1,NA
NA,NA,0,NA,0,0,13,9,5,28,1,NA
NA,NA,0,NA,0,0,18,12,8,26,1,NA
NA,NA,0,NA,1,0,12,12,7,29,1,NA
NA,13,1,0,1,0,10,11,3,29,1,10
NA,NA,1,NA,0,0,9.9372,10.251,1,28,1,NA
NA,NA,1,NA,1,0,8,8,2,29,1,NA
2.2638,12,1,0,1,0,9.9372,6,1,28,1,10
NA,NA,1,NA,0,1,9.9372,12,6,27,1,NA
NA,NA,1,NA,1,0,9,10.251,1,25,1,NA
NA,18,0,0,0,1,9.9372,8,1,29,1,5
2.0149,14,0,0,0,1,9.9372,8,1,27,1,7
NA,NA,0,NA,1,0,9.9372,14,6,34,1,NA
1.8976,14,0,0,1,0,8,8,2,25,1,5
1.9344,17,0,0,1,0,8,12,4,34,1,11
NA,NA,0,NA,1,0,9.9372,9,1,27,1,NA
1.5369,12,1,0,1,0,6,12,4,25,1,7
NA,10,1,0,1,0,6,8,2,24,1,8
1.8579,12,1,0,0,1,9.9372,10.251,1,30,1,12
1.9601,11,1,0,0,1,9.9372,11,1,29,1,12
NA,11,1,0,0,1,9.9372,11,1,24,1,7
1.4469,13,1,0,0,1,9.9372,10,1,25,1,6
NA,NA,1,NA,0,1,9.9372,12,6,24,1,NA
NA,NA,1,NA,1,0,11,12,4,24,1,NA
NA,NA,0,NA,1,0,18,12,8,28,1,NA
NA,NA,0,NA,1,0,18,12,8,26,1,NA
2.1199,12,0,0,0,0,12,12,7,27,1,9
1.1249,12,0,0,0,0,12,12,7,26,1,8
1.8326,16,0,0,1,0,12,12,7,29,1,7
2.6686,16,0,0,1,0,13,16,9,32,1,10
NA,15,0,0,1,0,11,12,4,26,1,5
1.9066,16,0,0,1,0,12,12,7,25,1,3
NA,13,0,0,1,0,12,12,7,24,1,5
2.5997,17,0,0,1,0,14,14,9,28,1,5
1.3863,17,0,0,1,0,12,10,5,33,1,10
1.6448,9,0,0,1,0,12,10.251,5,34,1,19
1.5173,14,0,0,1,0,16,16,9,26,1,6
NA,NA,0,NA,1,0,16,16,9,24,1,NA
1.4085,17,0,1,1,0,12,12,7,33,1,10
1.721,18,0,0,1,0,5,9,2,34,1,10
NA,NA,1,NA,1,0,12,12,7,24,1,NA
0.8329,12,1,0,1,0,10,9,3,24,1,6
NA,NA,1,NA,0,1,9.9372,8,1,25,1,NA
2.3283,17,0,0,1,0,18,18,9,27,1,4
NA,18,0,0,1,0,16,18,9,31,1,7
2.3814,12,0,0,1,0,13,13,9,27,1,9
2.4866,14,0,0,1,0,13,13,9,24,1,4
1.1909,17,0,0,1,0,9.9372,12,6,25,1,2
NA,15,0,0,1,0,8,12,4,27,1,6
1.5707,18,0,0,1,0,14,14,9,27,1,3
1.9066,18,0,1,1,0,14,10.251,5,24,1,0
2.8232,17,0,0,1,0,12,12,7,31,1,8
2.551,16,0,0,1,0,12,12,7,34,1,12
NA,NA,0,NA,0,1,9.9372,8,1,30,1,NA
NA,NA,0,NA,1,0,12,14,8,25,1,NA
1.7527,12,0,0,1,0,12,14,8,24,1,6
1.4907,18,0,0,1,0,9,9,3,27,1,3
NA,NA,0,NA,1,0,12,11,5,31,1,NA
1.5707,16,1,0,0,1,9.9372,9,1,28,1,6
NA,15,1,0,0,1,9.9372,9,1,27,1,6
1.5412,12,1,0,1,0,16,12,8,24,1,6
NA,NA,1,NA,1,0,9.9372,10.251,1,25,1,NA
1.8991,6,0,0,1,0,3,3,2,31,1,19
NA,NA,0,NA,1,0,3,3,2,25,1,NA
NA,NA,0,NA,1,0,8,8,2,27,1,NA
NA,NA,0,NA,1,0,8,8,2,25,1,NA
1.0508,15,0,0,1,0,12,12,7,27,1,6
1.7527,18,0,0,1,0,12,12,7,33,1,9
1.9755,14,0,0,1,0,12,12,7,29,1,9
1.5304,12,0,0,1,0,6,8,2,25,1,7
2.0149,15,0,0,1,0,12,10,5,25,1,4
0.6931,12,0,0,1,0,6,12,4,24,1,6
NA,15,0,0,1,0,5,14,4,27,1,6
NA,15,1,0,1,0,14,12,8,24,1,3
NA,NA,1,NA,1,0,8,12,4,26,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,26,1,NA
1.8718,12,0,0,1,0,12,10,5,27,1,9
NA,NA,0,NA,1,0,6,5,2,30,1,NA
1.5707,18,0,0,0,0,12,11,5,28,1,4
NA,NA,0,NA,1,0,7,6,2,25,1,NA
NA,NA,0,NA,0,0,10,10,3,28,1,NA
1.7918,11,0,0,0,1,9,10.251,1,24,1,7
NA,NA,0,NA,1,0,0,0,2,34,1,NA
NA,NA,1,NA,1,0,9.9372,12,6,33,1,NA
NA,11,1,0,0,1,9.9372,10.251,1,29,1,12
NA,8,1,0,0,1,9.9372,8,1,25,1,11
NA,NA,1,NA,1,0,9.9372,10.251,1,29,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,24,1,NA
2.0399,16,0,1,1,0,16,16,9,28,1,6
2.0477,17,0,0,1,0,16,16,9,27,1,4
1.8579,16,0,0,1,0,16,16,9,24,1,2
NA,NA,0,NA,1,0,16,12,8,28,1,NA
NA,NA,0,NA,1,0,16,12,8,25,1,NA
2.3561,14,0,0,1,0,14,10,5,33,1,13
1.911,16,0,0,1,0,14,12,8,31,1,9
1.933,12,0,0,0,0,9.9372,10.251,1,28,1,10
2.2638,17,0,0,1,0,14,12,8,30,1,7
1.3863,13,0,0,1,0,14,12,8,28,1,9
1.9066,16,0,0,1,0,14,12,8,27,1,5
NA,18,0,0,1,0,18,14,9,25,1,1
NA,NA,1,NA,0,1,9.9372,11,1,25,1,NA
NA,NA,1,NA,1,0,10,12,4,24,1,NA
NA,NA,1,NA,0,0,11,13,4,25,1,NA
NA,15,1,0,0,1,9.9372,11,1,29,1,8
NA,NA,1,NA,0,1,9.9372,11,1,27,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,24,1,NA
2.6686,18,1,0,1,0,10,11,3,34,1,10
NA,NA,1,NA,0,0,9.9372,10.251,1,27,1,NA
NA,NA,1,NA,1,0,12,12,7,28,1,NA
NA,NA,1,NA,1,0,10,14,4,24,1,NA
NA,NA,1,NA,1,0,11,13,4,25,1,NA
NA,NA,1,NA,0,0,8,9,2,26,1,NA
NA,NA,1,NA,1,0,11,12,4,27,1,NA
NA,12,1,0,1,0,11,12,4,25,1,7
NA,NA,1,NA,1,0,11,12,4,24,1,NA
NA,14,0,0,0,0,12,12,7,25,1,5
NA,NA,0,NA,1,0,8,12,4,32,1,NA
1.6658,18,0,0,1,0,16,10,5,32,1,8
NA,11,1,0,1,0,8,12,4,31,1,14
1.9459,14,1,0,1,0,9,11,3,27,1,7
1.9095,8,1,0,0,0,9.9372,4,1,34,1,20
1.5974,18,0,0,1,0,8,10,2,25,1,1
NA,17,0,0,1,0,8,6,2,33,1,10
1.6094,12,0,0,1,0,12,8,5,24,1,6
NA,NA,0,NA,1,0,2,5,2,31,1,NA
NA,NA,0,NA,1,0,7,10,2,26,1,NA
NA,NA,0,NA,1,0,11,10,3,29,1,NA
NA,NA,0,NA,1,0,11,10,3,24,1,NA
NA,NA,0,NA,1,0,12,12,7,29,1,NA
NA,NA,0,NA,1,0,16,12,8,28,1,NA
NA,13,1,0,1,0,4,4,2,28,1,9
NA,NA,1,NA,1,0,4,5,2,26,1,NA
1.5041,16,1,0,1,0,9.9372,10.251,1,24,1,2
1.7934,13,1,0,0,1,9.9372,8,1,25,1,6
NA,NA,1,NA,1,0,9.9372,10.251,1,27,1,NA
NA,NA,1,NA,0,1,9.9372,8,1,29,1,NA
1.9699,13,1,0,1,0,9,12,4,28,1,9
1.7492,12,1,0,1,0,9,10,3,29,1,11
1.2528,12,1,0,1,0,9,10,3,25,1,7
1.2528,12,1,0,1,0,9,10,3,24,1,6
NA,NA,1,NA,0,0,9.9372,10.251,1,26,1,NA
1.861,16,0,0,1,0,12,12,7,29,1,7
1.9095,15,0,0,1,0,10,12,4,24,1,3
1.9155,15,0,0,1,0,12,12,7,28,1,7
1.6752,12,0,0,1,0,12,9,5,27,1,9
1.6563,16,0,0,1,0,12,10,5,31,1,9
1.8976,16,0,1,1,0,10,10,3,28,1,6
1.3083,14,0,0,1,0,12,10.251,5,26,1,6
1.884,15,0,0,1,0,12,12,7,26,1,5
NA,NA,0,NA,1,0,8,8,2,29,1,NA
NA,NA,0,NA,1,0,8,8,2,25,1,NA
NA,NA,1,NA,1,0,5,6,2,34,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,26,1,NA
NA,14,1,0,1,0,9,9,3,31,1,11
1.9459,12,1,0,1,0,9.9372,10.251,1,34,1,16
NA,NA,1,NA,0,1,9.9372,10.251,1,28,1,NA
NA,NA,0,NA,1,0,12,10.251,5,33,1,NA
1.1346,18,0,0,1,0,9,12,4,27,1,3
2.1294,9,0,0,0,1,9.9372,9,1,33,1,18
NA,NA,0,NA,0,1,9.9372,12,6,32,1,NA
1.8871,14,0,0,1,0,10,12,4,31,1,11
NA,NA,0,NA,1,0,4,8,2,33,1,NA
1.9344,16,0,0,1,0,8,9,2,31,1,9
NA,16,0,0,1,0,8,9,2,28,1,6
NA,NA,0,NA,0,0,7,9,2,27,1,NA
1.7527,15,0,0,1,0,9.9372,7,1,28,1,7
NA,NA,1,NA,0,1,9.9372,9,1,26,1,NA
NA,NA,1,NA,0,1,9.9372,9,1,27,1,NA
NA,NA,1,NA,1,0,6,7,2,29,1,NA
NA,NA,1,NA,0,1,9.9372,12,6,28,1,NA
NA,NA,1,NA,1,0,12,11,5,27,1,NA
NA,NA,1,NA,1,0,12,11,5,24,1,NA
1.953,17,0,0,0,0,9,12,4,26,1,3
NA,NA,0,NA,1,0,9,11,3,27,1,NA
1.0716,16,0,1,1,0,5,8,2,27,1,5
2.0149,13,0,0,1,0,8,11,2,26,1,7
NA,NA,0,NA,1,0,12,10.251,5,28,1,NA
NA,NA,0,NA,1,0,9,9,3,33,1,NA
2.6686,16,0,0,1,0,12,12,7,34,1,12
2.4866,16,0,0,1,0,16,16,9,33,1,11
2.7745,15,0,1,1,0,9.9372,8,1,33,1,12
NA,14,0,0,1,0,18,12,8,33,1,13
2.0399,14,0,1,1,0,9.9372,12,6,32,1,12
NA,NA,1,NA,0,0,9.9372,10.251,1,24,1,NA
NA,NA,1,NA,1,0,10,11,3,31,1,NA
NA,NA,0,NA,1,0,8,5,2,25,1,NA
NA,NA,0,NA,1,0,14,12,8,25,1,NA
1.2892,16,0,0,1,0,8,8,2,24,1,2
NA,NA,0,NA,1,0,9,12,4,28,1,NA
NA,NA,0,NA,1,0,9,12,4,27,1,NA
1.6351,16,0,0,1,0,14,16,9,31,1,9
2.0857,12,0,0,0,1,9.9372,8,1,31,1,13
2.2638,17,0,0,1,0,8,8,2,34,1,11
NA,12,0,0,1,0,16,16,9,26,1,8
1.9095,12,0,0,1,0,16,16,9,25,1,7
NA,NA,0,NA,1,0,15,12,8,34,1,NA
1.3813,13,0,0,1,0,8,8,2,24,1,5
NA,NA,0,NA,1,0,12,10,5,26,1,NA
NA,NA,0,NA,1,0,12,12,7,25,1,NA
2.1459,14,0,0,1,0,12,12,7,33,1,13
NA,NA,1,NA,1,0,9.9372,10.251,1,24,1,NA
NA,NA,1,NA,0,1,6,9,2,26,1,NA
NA,14,1,0,0,1,6,9,2,25,1,5
NA,NA,1,NA,1,0,9.9372,12,6,26,1,NA
1.9359,11,1,0,0,1,9.9372,9,1,25,1,8
1.8579,11,1,0,1,0,8,9,2,24,1,7
1.2384,13,1,0,1,0,10,8,2,27,1,8
1.7246,12,1,0,1,0,9.9372,10.251,1,27,1,9
1.9228,12,1,0,1,0,9,11,3,24,1,6
NA,13,1,0,1,0,9,8,2,25,1,6
NA,NA,1,NA,0,0,10,12,4,28,1,NA
1.5454,16,0,1,1,0,16,16,9,29,1,7
NA,NA,0,NA,1,0,12,12,7,28,1,NA
1.0986,16,0,0,0,0,12,12,7,26,1,4
1.9066,18,0,0,1,0,12,9,5,25,1,1
1.3481,16,0,0,1,0,12,9,5,24,1,2
NA,NA,0,NA,1,0,9.9372,12,6,33,1,NA
NA,NA,0,NA,1,0,8,12,4,31,1,NA
NA,NA,0,NA,1,0,9,12,4,27,1,NA
2.0894,16,0,0,1,0,8,6,2,33,1,11
NA,12,0,0,1,0,12,12,7,32,1,14
1.7011,17,0,0,1,0,12,12,7,24,1,1
1.6094,16,0,0,1,0,12,12,7,26,1,4
1.9838,13,0,0,1,0,11,12,4,29,1,10
1.6563,16,0,0,1,0,11,12,4,28,1,6
NA,NA,1,NA,1,0,9.9372,10,1,29,1,NA
NA,NA,1,NA,1,0,9.9372,12,6,31,1,NA
NA,11,1,0,0,1,9.9372,8,1,24,1,7
1.5041,15,1,0,1,0,2,8,2,24,1,3
NA,NA,1,NA,1,0,8,11,2,33,1,NA
1.7281,NA,1,1,1,0,6,8,2,29,1,NA
2.0215,12,1,0,1,0,6,8,2,28,1,10
1.8563,12,1,0,0,0,11,10.251,1,24,1,6
NA,NA,1,NA,1,0,8,12,4,28,1,NA
NA,NA,1,NA,1,0,6,9,2,33,1,NA
NA,NA,1,NA,1,0,6,9,2,30,1,NA
NA,NA,1,NA,1,0,10,11,3,29,1,NA
1.141,12,1,0,1,0,10,12,4,24,1,6
NA,NA,1,NA,0,1,9.9372,10.251,1,33,1,NA
NA,NA,1,NA,0,0,12,9,5,27,1,NA
NA,NA,1,NA,0,1,9.9372,12,6,24,1,NA
2.6568,12,0,0,1,0,12,12,7,29,1,11
2.0295,12,0,0,1,0,11,5,2,28,1,10
1.7918,12,0,0,1,0,11,5,2,26,1,8
2.4078,16,0,0,1,0,12,15,8,32,1,10
2.0321,16,0,0,1,0,13,17,9,33,1,11
1.8718,12,0,0,1,0,8,8,2,32,1,14
2.4467,14,0,0,1,0,16,16,9,27,1,7
1.7918,12,0,0,1,0,9,12,4,24,1,6
NA,NA,0,NA,1,0,8,10,2,25,1,NA
1.7138,12,0,0,1,0,11,11,3,29,1,11
1.6919,11,0,0,1,0,11,11,3,28,1,11
1.7047,11,0,0,1,0,11,11,3,25,1,8
2.0794,11,0,0,0,0,9.9372,10.251,1,31,1,14
NA,NA,0,NA,0,1,10,11,3,27,1,NA
2.3026,11,0,0,1,0,10,11,3,26,1,9
NA,10,0,0,1,0,8,8,2,27,1,11
2.1564,12,0,0,1,0,13,11,5,31,1,13
1.8132,13,0,0,0,0,9.9372,6,1,32,1,13
1.6467,16,0,0,1,0,12,12,7,24,1,2
NA,NA,1,NA,1,0,7,7,2,25,1,NA
NA,NA,1,NA,1,0,15,14,9,25,1,NA
NA,NA,1,NA,0,0,9.9372,12,6,32,1,NA
1.9559,13,1,0,1,0,9.9372,10.251,1,30,1,11
NA,NA,1,NA,1,0,8,10,2,28,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,26,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,24,1,NA
NA,NA,1,NA,1,0,10,10,3,27,1,NA
2.1017,13,1,0,1,0,10,10,3,26,1,7
1.0986,10,1,0,1,0,10,12,4,25,1,9
NA,NA,0,NA,1,0,16,12,8,33,1,NA
NA,18,0,0,1,0,13,16,9,33,1,9
NA,NA,0,NA,1,0,14,12,8,30,1,NA
1.9488,16,0,0,1,0,9,9,3,30,1,8
2.5817,16,0,0,0,1,9.9372,12,6,34,1,12
1.335,12,1,0,0,1,9.9372,12,6,27,1,9
NA,NA,1,NA,1,0,12,11,5,25,1,NA
NA,NA,1,NA,1,0,12,11,5,24,1,NA
